#;Foldername;Flight Field ID;Project;Route type (MS, 3D, Thermal, RGB);Drone Model;Drone Pilot;Reflectance Panel (New/Old);Flight Date;Flight Start;Flight End;Wind Speed;Flight Comments;Step 1 P4D Proj.;Done by;Workable Data;P4D Processing;Done by;PC Used;Processing Comments;Flight Height;Side Overlap;Front Overlap;Wind (m/s);Drone type;New folder name;Root Folder;Flight path;Pix4D path
133;DJI_202506031020_001_25-Soldeling-Oblique-20m-70-75;Soldeling;Soldeling i Landbruk;3D;M4T;;;3-Jun-2025;;;;;;;;yes;Christopher;Thinkstation P8;;20m;70;75;;M4T;20250603 Soldeling M4T 20m 3D 70 75;P:\PheNo\Soldeling\1_flights\Soldeling\3D\;P:\PheNo\Soldeling\1_flights\Soldeling\3D\20250603 Soldeling M4T 20m 3D 70 75;P:\PheNo\Soldeling\2_1_pix4d\Soldeling\3D\20250603 Soldeling M4T 20m 3D 70 75
134;DJI_202506031020_003_25-Pilot-Oblique-30m-70-75;ProBarPilot;Proteinbar - Pilot;3D;M4T;;;3-Jun-2025;;;;;;;;Yes;Kristoffer ;Thinkstation P8;;30m;70;75;;M4T;20250603 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\20250603 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\2_1_pix4d\ProBarPilot\3D\20250603 ProBarPilot M4T 30m 3D 70 75
135;DJI_202506031109_004_25-Søråsjordet-Oblique-20m-75-70;ProBarSørås;ProteinBar - Søråsjordet;3D;M4T;;;3-Jun-2025;;;;;;;;Yes;Frederic;Thinkstation P8;;20m;75;70;;M4T;20250603 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\20250603 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\3D\20250603 ProBarSørås M4T 20m 3D 75 70
136;DJI_202506031207_006_25-SmartWheatBox-RGB-12m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;RGB;M4T;;;3-Jun-2025;;;;;;;;;;;;12m;85;80;;M4T;20250603 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\20250603 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\RGB\20250603 SmartWheatBox M4T 12m RGB 85 80
137;DJI_202506031207_007_25-SmartWheatBox-Thermal-20m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;Thermal;M4T;;;3-Jun-2025;;;;;;;;;;;;20m;85;80;;M4T;20250603 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\20250603 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\Thermal\20250603 SmartWheatBox M4T 20m Thermal 85 80
138;DJI_202506031237_010_25-SmartWheatGram-Thermal-20m-75-70;SmartWheatGram;SmartWheat - Graminor;Thermal;M4T;;;3-Jun-2025;;;;;;;;;;;;50m;75;70;;M4T;20250603 SmartWheatGram M4T 50m Thermal 75 70;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\Thermal\20250603 SmartWheatGram M4T 50m Thermal 75 70;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\Thermal\20250603 SmartWheatGram M4T 50m Thermal 75 70
139;DJI_202506111017_002_25-SmartWheatGram-MS-30m-80-80;SmartWheatGram;SmartWheat - Graminor;MS;M3M-1;;;11-Jun-2025;;;;;;;;Yes;Ludvik;Thinkstation P8;;30m;80;80;;M3M-1;20250611 SmartWheatGram M3M-1 30m MS 80 80;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\MS\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\MS\20250611 SmartWheatGram M3M-1 30m MS 80 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\MS\20250611 SmartWheatGram M3M-1 30m MS 80 80
140;DJI_202506111017_003_25-ProBarVoll-MS-20m-80-80;ProBarVoll;ProteinBar - Vollebekk;MS;M3M-1;;;11-Jun-2025;;;;;;;;Yes;Frederic;Thinkstation P8;;20m;80;80;;M3M-1;20250611 ProBarVoll M3M-1 20m MS 80 80;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\20250611 ProBarVoll M3M-1 20m MS 80 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\MS\20250611 ProBarVoll M3M-1 20m MS 80 80
141;DJI_202506111017_004_25-DLTFarming-MS-20m-85-80;RyeGrass;DLT-Farming;MS;M3M-1;;;11-Jun-2025;;;;;;;;Not needed;;;;20m;85;80;;M3M-1;20250611 RyeGrass M3M-1 20m MS 85 80;P:\PheNo\DLT-Farming\1_flights\RyeGrass\MS\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\MS\20250611 RyeGrass M3M-1 20m MS 85 80;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\MS\20250611 RyeGrass M3M-1 20m MS 85 80
142;DJI_202506111052_006_25-DiversityOats-MS-30m-85-80;DiversityOats;DiversityOats;MS;M3M-1;;;11-Jun-2025;;;;;;;;Yes;Ivar;Thinkstation P8;;30m;85;80;;M3M-1;20250611 DiversityOats M3M-1 30m MS 85 80;P:\PheNo\DiversityOats\1_flights\DiversityOats\MS\;P:\PheNo\DiversityOats\1_flights\DiversityOats\MS\20250611 DiversityOats M3M-1 30m MS 85 80;P:\PheNo\DiversityOats\2_1_pix4d\DiversityOats\MS\20250611 DiversityOats M3M-1 30m MS 85 80
143;DJI_202506111052_007_25-G2BoatFrontiers-MS-20m-85-80;G2BOatFrontiers;Gene2Bread;MS;M3M-1;;;11-Jun-2025;;;;;;;;Yes;Ludvik;Thinkstation P8;;20m;85;80;;M3M-1;20250611 G2BOatFrontiers M3M-1 20m MS 85 80;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\MS\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\MS\20250611 G2BOatFrontiers M3M-1 20m MS 85 80;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\MS\20250611 G2BOatFrontiers M3M-1 20m MS 85 80
144;DJI_202506111020_002_25-RobOat-12m-MS-85-80;RobOat;RobOat;MS;M3M-2;;;11-Jun-2025;;;;;;;;Yes;Mia;Thinkstation P8;;12m;85;80;;M3M-2;20250611 RobOat M3M-2 12m MS 85 80;P:\PheNo\RobOat\1_flights\RobOat\MS\;P:\PheNo\RobOat\1_flights\RobOat\MS\20250611 RobOat M3M-2 12m MS 85 80;P:\PheNo\RobOat\2_1_pix4d\RobOat\MS\20250611 RobOat M3M-2 12m MS 85 80
145;DJI_202506111020_002_25-RobOat-12m-MS-85-80;RobOat;RobOat;MS;M3M-2;;;11-Jun-2025;;;;;;;;Yes;Mia;Thinkstation P8;;12m;85;80;;M3M-2;20250611 RobOat M3M-2 12m MS 85 80;P:\PheNo\RobOat\1_flights\RobOat\MS\;P:\PheNo\RobOat\1_flights\RobOat\MS\20250611 RobOat M3M-2 12m MS 85 80;P:\PheNo\RobOat\2_1_pix4d\RobOat\MS\20250611 RobOat M3M-2 12m MS 85 80
146;DJI_202506111020_004_25-SmartWheatBox-MS-20m-85-80;SmartWheatBox;SmartWheat - DroughtBOX;MS;M3M-2;;;11-Jun-2025;;;;;;;;Yes;Unknown;Unknown;Was already done when I started - Ludvik;20m;85;80;;M3M-2;20250611 SmartWheatBox M3M-2 20m MS 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\20250611 SmartWheatBox M3M-2 20m MS 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\MS\20250611 SmartWheatBox M3M-2 20m MS 85 80
147;DJI_202506111044_007_25-SmartWheatGram-MS-30m-80-80;SmartWheatGram;SmartWheat - Graminor;MS;M3M-2;;;11-Jun-2025;;;;;;;;Yes;Unknown;Unknown;Was already done when I started - Ludvik;30m;80;80;;M3M-2;20250611 SmartWheatGram M3M-2 30m MS 80 80;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\MS\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\MS\20250611 SmartWheatGram M3M-2 30m MS 80 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\MS\20250611 SmartWheatGram M3M-2 30m MS 80 80
148;DJI_202506111135_010_25-ProBarVoll-MS-20m-80-80;ProBarVoll;ProteinBar - Vollebekk;MS;M3M-2;;;11-Jun-2025;;;;;;;;;;;;20m;80;80;;M3M-2;20250611 ProBarVoll M3M-2 20m MS 80 80;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\20250611 ProBarVoll M3M-2 20m MS 80 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\MS\20250611 ProBarVoll M3M-2 20m MS 80 80
149;DJI_202506110941_001_25-SmartWheatGram-Oblique-20m-75-70;SmartWheatGram;SmartWheat - Graminor;3D;M4T;;;11-Jun-2025;;;;;;;;Yes;Ludvik;Thinkstation P8;;22m;75;70;;M4T;20250611 SmartWheatGram M4T 22m 3D 75 70;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\20250611 SmartWheatGram M4T 22m 3D 75 70;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\3D\20250611 SmartWheatGram M4T 22m 3D 75 70
150;DJI_202506110941_002_25-ProBarVoll-Oblique-20m-75-70;ProBarVoll;ProteinBar - Vollebekk;3D;M4T;;;11-Jun-2025;;;;;;;;Yes;Frederic;Thinkstation P8;;20m;75;70;;M4T;20250611 ProBarVoll M4T 20m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\20250611 ProBarVoll M4T 20m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\3D\20250611 ProBarVoll M4T 20m 3D 75 70
151;DJI_202506110941_003_25-SmartWheatBox-Oblique-20m-75-70;SmartWheatBox;SmartWheat - DroughtBOX;3D;M4T;;;11-Jun-2025;;;;;;;;Yes;Ludvik;Thinkstation P8;;20m;70;75;;M4T;20250611 SmartWheatBox M4T 20m 3D 70 75;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\20250611 SmartWheatBox M4T 20m 3D 70 75;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\3D\20250611 SmartWheatBox M4T 20m 3D 70 75
152;DJI_202506111012_005_25-SmartWheatBox-RGB-12m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;RGB;M4T;;;11-Jun-2025;;;;;;;;;;;;12m;85;80;;M4T;20250611 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\20250611 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\RGB\20250611 SmartWheatBox M4T 12m RGB 85 80
153;DJI_202506111012_007_25-SmartWheatGram-Thermal-20m-75-70;SmartWheatGram;SmartWheat - Graminor;Thermal;M4T;;;11-Jun-2025;;;;;;;;;;;;50m;75;70;;M4T;20250611 SmartWheatGram M4T 50m Thermal 75 70;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\Thermal\20250611 SmartWheatGram M4T 50m Thermal 75 70;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\Thermal\20250611 SmartWheatGram M4T 50m Thermal 75 70
154;DJI_202506111046_010_25-SmartWheatBox-Thermal-20m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;Thermal;M4T;;;11-Jun-2025;;;;;;;;;;;;20m;85;80;;M4T;20250611 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\20250611 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\Thermal\20250611 SmartWheatBox M4T 20m Thermal 85 80
155;DJI_202506111046_011_25-DLTFarming-Oblique-20m-75-70;RyeGrass;DLT-Farming;3D;M4T;;;11-Jun-2025;;;;;;;;Not needed;;;;20m;75;70;;M4T;20250611 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\20250611 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\3D\20250611 RyeGrass M4T 20m 3D 75 70
156;DJI_202506111118_013_25-DiversityOats-Oblique-20m-75-70;DiversityOats;DiversityOats;3D;M4T;;;11-Jun-2025;;;;;;;;Yes;Ivar;Thinkstation P8;;20m;75;70;;M4T;20250611 DiversityOats M4T 20m 3D 75 70;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\20250611 DiversityOats M4T 20m 3D 75 70;P:\PheNo\DiversityOats\2_1_pix4d\DiversityOats\3D\20250611 DiversityOats M4T 20m 3D 75 70
157;DJI_202506111135_015_25-G2BOatFrontiers-Oblique-20m-75-70;G2BOatFrontiers;Gene2Bread;3D;M4T;;;11-Jun-2025;;;;;;;;Yes;Ludvik;Thinkstation P8;;20m;75;70;;M4T;20250611 G2BOatFrontiers M4T 20m 3D 75 70;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\20250611 G2BOatFrontiers M4T 20m 3D 75 70;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\3D\20250611 G2BOatFrontiers M4T 20m 3D 75 70
158;20250611 RobOat M3M-2 12m MS_FIELD;RobOat;RobOat;MS_FIELD;M3M-2;;;11-Jun-2025;;;;;;;;;;;;;;;;M3M-2;20250611 RobOat M3M-2 MS_FIELD;P:\PheNo\RobOat\1_flights\RobOat\MS_FIELD\;P:\PheNo\RobOat\1_flights\RobOat\MS_FIELD\20250611 RobOat M3M-2 MS_FIELD;P:\PheNo\RobOat\2_1_pix4d\RobOat\MS_FIELD\20250611 RobOat M3M-2 MS_FIELD
159;DJI_202506121112_004_25-Soldeling-Oblique-20m-70-75;Soldeling;Soldeling i Landbruk;3D;M4T;;;12-Jun-2025;;;;;;;;yes;Christopher;Thinkstation P8;;20m;70;75;;M4T;20250612 Soldeling M4T 20m 3D 70 75;P:\PheNo\Soldeling\1_flights\Soldeling\3D\;P:\PheNo\Soldeling\1_flights\Soldeling\3D\20250612 Soldeling M4T 20m 3D 70 75;P:\PheNo\Soldeling\2_1_pix4d\Soldeling\3D\20250612 Soldeling M4T 20m 3D 70 75
160;DJI_202506121113_002_25-Soldeling-MS-30m-80-85;Soldeling;Soldeling i Landbruk;MS;M3M-2;;;12-Jun-2025;;;;;;;;yes;Christopher;Thinkstation P8;;30m;80;85;;M3M-2;20250612 Soldeling M3M-2 30m MS 80 85;P:\PheNo\Soldeling\1_flights\Soldeling\MS\;P:\PheNo\Soldeling\1_flights\Soldeling\MS\20250612 Soldeling M3M-2 30m MS 80 85;P:\PheNo\Soldeling\2_1_pix4d\Soldeling\MS\20250612 Soldeling M3M-2 30m MS 80 85
161;DJI_202506121113_003_25-E166-MS-30m-85-80;ProBarE166;Proteinbar - E166;MS;M3M-2;;;12-Jun-2025;;;;;;;;Yes ;Kristoffer ;Thinkstation P8;;30m;85;80;;M3M-2;20250612 ProBarE166 M3M-2 30m MS 85 80;P:\PheNo\ProteinBar\1_flights\ProBarE166\MS\;P:\PheNo\ProteinBar\1_flights\ProBarE166\MS\20250612 ProBarE166 M3M-2 30m MS 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarE166\MS\20250612 ProBarE166 M3M-2 30m MS 85 80
162;DJI_202506121112_003_25-Pilot-Oblique-30m-70-75;ProBarPilot;Proteinbar - Pilot;3D;M4T;;;12-Jun-2025;;;;;;;;Yes ;Kristoffer ;Thinkstation P8;;30m;70;75;;M4T;20250612 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\20250612 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\2_1_pix4d\ProBarPilot\3D\20250612 ProBarPilot M4T 30m 3D 70 75
163;DJI_202506121134_007_25-Pilot-30m-MS-70-75;ProBarPilot;Proteinbar - Pilot;MS;M3M-1;;;12-Jun-2025;;;;;;;;Yes ;Kristoffer ;Thinkstation P8;;30m;70;75;;M3M-1;20250612 ProBarPilot M3M-1 30m MS 70 75;P:\PheNo\ProteinBar\1_flights\ProBarPilot\MS\;P:\PheNo\ProteinBar\1_flights\ProBarPilot\MS\20250612 ProBarPilot M3M-1 30m MS 70 75;P:\PheNo\ProteinBar\2_1_pix4d\ProBarPilot\MS\20250612 ProBarPilot M3M-1 30m MS 70 75
164;DJI_202506121022_002_25-Søråsjordet-Oblique-20m-75-70-copy;ProBarSørås;ProteinBar - Søråsjordet;3D;M4T;;;12-Jun-2025;;;;;;;;Yes;Frederic;Thinkstation P8;;20m;75;70;;M4T;20250612 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\20250612 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\3D\20250612 ProBarSørås M4T 20m 3D 75 70
165;DJI_202506121025_003_25-Søråsjordet-MS-30m-80-80;ProBarSørås;ProteinBar - Søråsjordet;MS;M3M-1;;;12-Jun-2025;;;;;;;;Yes;Frederic;Thinkstation P8;;30m;80;80;;M3M-1;20250612 ProBarSørås M3M-1 30m MS 80 80;P:\PheNo\ProteinBar\1_flights\ProBarSørås\MS\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\MS\20250612 ProBarSørås M3M-1 30m MS 80 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\MS\20250612 ProBarSørås M3M-1 30m MS 80 80
166;;RobOat;RobOat;3D;M4T;Frederic;New;13-Jun-2025;10:54;11:01;;;;;;Yes;Frederic;Thinkstation P8;;20m;80;85;;M4T;20250613 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\1_flights\RobOat\3D\;P:\PheNo\RobOat\1_flights\RobOat\3D\20250613 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\3D\20250613 RobOat M4T 20m 3D 80 85
167;;RobOat;RobOat;MS;M3M-1;Ivar;New;13-Jun-2025;11:02;11:15;;;;;;Yes;Mia;Thinkstation P8;;12m;85;80;;M3M-1;20250613 RobOat M3M-1 12m MS 85 80;P:\PheNo\RobOat\1_flights\RobOat\MS\;P:\PheNo\RobOat\1_flights\RobOat\MS\20250613 RobOat M3M-1 12m MS 85 80;P:\PheNo\RobOat\2_1_pix4d\RobOat\MS\20250613 RobOat M3M-1 12m MS 85 80
168;;RobOat;RobOat;Thermal;M4T;Frederic;New;13-Jun-2025;11:16;11:20;;Reflectance panel Thermal misssing;;;;;;;;30m;80;85;;M4T;20250613 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\1_flights\RobOat\Thermal\;P:\PheNo\RobOat\1_flights\RobOat\Thermal\20250613 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\Thermal\20250613 RobOat M4T 30m Thermal 80 85
169;DJI_202506161110_009_25-Søråsjordet-MS-30m-80-80;ProBarSørås;ProteinBar - Søråsjordet;MS;M3M-2;Frederic;Old;16-Jun-2025;;;;;;;;;;;;30m;80;80;;M3M-2;20250616 ProBarSørås M3M-2 30m MS 80 80;P:\PheNo\ProteinBar\1_flights\ProBarSørås\MS\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\MS\20250616 ProBarSørås M3M-2 30m MS 80 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\MS\20250616 ProBarSørås M3M-2 30m MS 80 80
170;DJI_202506161040_003_25-DLTFarming-MS-20m-85-80;RyeGrass;DLT-Farming;MS;M3M-1;Ludvik;New;16-Jun-2025;10:42;10:53;;;;;;Not needed;;;;20m;85;80;;M3M-1;20250616 RyeGrass M3M-1 20m MS 85 80;P:\PheNo\DLT-Farming\1_flights\RyeGrass\MS\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\MS\20250616 RyeGrass M3M-1 20m MS 85 80;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\MS\20250616 RyeGrass M3M-1 20m MS 85 80
171;DJI_202506151038_002_25-Pilot-30m-MS-70-75;ProBarPilot;Proteinbar - Pilot;MS;M3M-2;Ivar;Old;15-Jun-2025;;;;;;;;Yes ;Kristoffer ;Thinkstation P8;;30m;70;75;;M3M-2;20250615 ProBarPilot M3M-2 30m MS 70 75;P:\PheNo\ProteinBar\1_flights\ProBarPilot\MS\;P:\PheNo\ProteinBar\1_flights\ProBarPilot\MS\20250615 ProBarPilot M3M-2 30m MS 70 75;P:\PheNo\ProteinBar\2_1_pix4d\ProBarPilot\MS\20250615 ProBarPilot M3M-2 30m MS 70 75
172;DJI_202506151038_004_25-Soldeling-MS-30m-80-85;Soldeling;Soldeling i Landbruk;MS;M3M-2;Frederic;Old;15-Jun-2025;;;;;;;;yes;Christopher;Thinkstation P8;;30m;80;85;;M3M-2;20250615 Soldeling M3M-2 30m MS 80 85;P:\PheNo\Soldeling\1_flights\Soldeling\MS\;P:\PheNo\Soldeling\1_flights\Soldeling\MS\20250615 Soldeling M3M-2 30m MS 80 85;P:\PheNo\Soldeling\2_1_pix4d\Soldeling\MS\20250615 Soldeling M3M-2 30m MS 80 85
173;DJI_202506161038_006_25-E166-MS-30m-85-80;ProBarE166;Proteinbar - E166;MS;M3M-2;Frederic;Old;16-Jun-2025;;;;;;;;Yes ;Kristoffer ;Thinkstation P8;;30m;85;80;;M3M-2;20250616 ProBarE166 M3M-2 30m MS 85 80;P:\PheNo\ProteinBar\1_flights\ProBarE166\MS\;P:\PheNo\ProteinBar\1_flights\ProBarE166\MS\20250616 ProBarE166 M3M-2 30m MS 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarE166\MS\20250616 ProBarE166 M3M-2 30m MS 85 80
174;DJI_202506161038_007_25-E166-Oblique-20m-85-80;ProBarE166;Proteinbar - E166;3D;M3M-2;Frederic;Old;16-Jun-2025;;;;;;;;Yes ;Kristoffer ;Thinkstation P8;;20m;85;80;;M3M-2;20250616 ProBarE166 M3M-2 20m 3D 85 80;P:\PheNo\ProteinBar\1_flights\ProBarE166\3D\;P:\PheNo\ProteinBar\1_flights\ProBarE166\3D\20250616 ProBarE166 M3M-2 20m 3D 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarE166\3D\20250616 ProBarE166 M3M-2 20m 3D 85 80
175;DJI_202506161125_009_25-SmartWheatBox-MS-20m-85-80;SmartWheatBox;SmartWheat - DroughtBOX;MS;M3M-1;Ludvik;New;16-Jun-2025;11:28;11:30;;;;;;Yes;Ludvik;Thinkstation P8;;20m;85;80;;M3M-1;20250616 SmartWheatBox M3M-1 20m MS 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\20250616 SmartWheatBox M3M-1 20m MS 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\MS\20250616 SmartWheatBox M3M-1 20m MS 85 80
176;DJI_202506161131_012_25-DiversityOats-MS-30m-85-80;DiversityOats;DiversityOats;MS;M3M-1;Ludvik;New;16-Jun-2025;11:39;11:48;;;;;;Yes;Ivar;Thinkstation P8;;30m;85;80;;M3M-1;20250616 DiversityOats M3M-1 30m MS 85 80;P:\PheNo\DiversityOats\1_flights\DiversityOats\MS\;P:\PheNo\DiversityOats\1_flights\DiversityOats\MS\20250616 DiversityOats M3M-1 30m MS 85 80;P:\PheNo\DiversityOats\2_1_pix4d\DiversityOats\MS\20250616 DiversityOats M3M-1 30m MS 85 80
177;DJI_202506161150_014_25-G2BOatFrontiers-MS-20m-85-80;G2BOatFrontiers;Gene2Bread;MS;M3M-1;Ludvik;New;16-Jun-2025;11:52;12:00;;;;;;Yes;Ludvik;Thinkstation P8;;20m;85;80;;M3M-1;20250616 G2BOatFrontiers M3M-1 20m MS 85 80;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\MS\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\MS\20250616 G2BOatFrontiers M3M-1 20m MS 85 80;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\MS\20250616 G2BOatFrontiers M3M-1 20m MS 85 80
178;DJI_202506161214_017_25-ProBarVoll-MS-20m-80-80;ProBarVoll;ProteinBar - Vollebekk;MS;M3M-1;Ludvik;New;16-Jun-2025;12:16;12:25;;;;;;Yes;Frederic;Thinkstation P8;;20m;80;80;;M3M-1;20250616 ProBarVoll M3M-1 20m MS 80 80;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\20250616 ProBarVoll M3M-1 20m MS 80 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\MS\20250616 ProBarVoll M3M-1 20m MS 80 80
179;DJI_202506161008_001_25-Soldeling-Oblique-20m-70-75;Soldeling;Soldeling i Landbruk;3D;M4T;Christopher;;16-Jun-2025;;;;;;;;Yes ;Christopher;Thinkstation P8;;20m;70;75;;M4T;20250616 Soldeling M4T 20m 3D 70 75;P:\PheNo\Soldeling\1_flights\Soldeling\3D\;P:\PheNo\Soldeling\1_flights\Soldeling\3D\20250616 Soldeling M4T 20m 3D 70 75;P:\PheNo\Soldeling\2_1_pix4d\Soldeling\3D\20250616 Soldeling M4T 20m 3D 70 75
180;DJI_202506161008_005_25-Pilot-Oblique-30m-70-75;ProBarPilot;Proteinbar - Pilot;3D;M4T;Christopher;;16-Jun-2025;;;;;;;;Yes ;Kristoffer ;Thinkstation P8;;30m;70;75;;M4T;20250616 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\20250616 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\2_1_pix4d\ProBarPilot\3D\20250616 ProBarPilot M4T 30m 3D 70 75
